center,bu,team,employee_count,location_fixity,movement_complexity,data_density,external_activity,cluster,reliability_score,correction_factor,correction_type
"영업센터","Sales&Operation담당","Market Intelligence팀",10,21.4604236343367,12.5,17.94,17.1125975473802,1,0.385841694537347,0.897168338907469,extended
"영업센터","Sales&Operation담당","Sales&Operation담당",1,8.60215053763441,29.0,4.65,0.0,3,0.127408602150538,0.88,very_extended
"영업센터","Sales&Operation담당","Sales&Operation팀",18,20.0235571260306,8.94444444444444,16.5083333333333,12.93959279825,1,0.411760895170789,0.902352179034158,extended
"영업센터","영업지원담당","Global PA팀",3,21.356783919598,27.0,13.2666666666667,19.2211055276382,1,0.350760469011725,0.890152093802345,extended
"영업센터","영업지원담당","PM팀",68,21.3371396997882,3.61764705882353,15.9691176470588,13.9883967216134,1,0.576819147034447,0.92,standard
"영업센터","영업지원담당","마케팅팀",24,19.3508795854357,7.125,15.2770833333333,13.63698349925,1,0.463653518341743,0.912730703668349,extended
"영업센터","영업지원담당","영업지원담당",1,7.74647887323944,19.0,7.1,5.63380281690141,3,0.172985915492958,0.88,very_extended
"오퍼레이션센터",-,"Validation팀",45,92.2918970146896,6.26666666666667,14.0688888888889,15.1792765755805,2,0.762545365836536,0.942509073167307,minimal
"오퍼레이션센터",-,"오퍼레이션센터",4,79.9274486094317,30.0,10.3375,23.0955259975816,4,0.526459794437727,0.92,standard
"오퍼레이션센터","DP담당","DP Compliance팀",26,17.956382154323,6.96153846153846,17.3711538461538,11.2476475146684,1,0.462979374771138,0.912595874954228,extended
"오퍼레이션센터","DP담당","DP담당",1,18.2758620689655,46.0,14.5,7.93103448275862,0,0.363103448275862,0.892620689655172,extended
"오퍼레이션센터","DP담당","무균충전팀",165,9.62939315668805,2.13333333333333,20.8830303030303,34.5909394317555,1,0.574517572626752,0.92,standard
"오퍼레이션센터","DP담당","이물검사·패키징팀",166,12.726643465554,1.69879518072289,15.6653614457831,21.5904939529697,1,0.599942718440529,0.92,standard
"오퍼레이션센터","DS담당","ADC/mRNA운영팀",16,77.0046844860843,12.9375,22.68125,14.9627996693304,2,0.608018737944337,0.92,standard
"오퍼레이션센터","DS담당","DS Compliance그룹",29,89.3410264196781,6.41379310344828,11.3551724137931,23.7017916793198,2,0.692053760851126,0.928410752170225,minimal
"오퍼레이션센터","DS담당","DS System Readiness그룹",23,82.8825910931174,11.0,13.4239130434783,19.5951417004049,2,0.600008625242035,0.92,standard
"오퍼레이션센터","DS담당","DS담당",1,82.1705426356589,45.0,12.9,28.6821705426357,4,0.586682170542636,0.92,standard
"오퍼레이션센터","DS담당","Plant 1팀",177,7.6304962715351,1.59322033898305,17.5774011299435,13.6153252764207,1,0.582725374916649,0.92,standard
"오퍼레이션센터","DS담당","Plant 2팀",400,12.7126072756578,1.145,17.68225,13.7390603571378,1,0.616500429102631,0.92,standard
"오퍼레이션센터","DS담당","Plant 3팀",430,91.6056609252495,0.897674418604651,15.216511627907,18.7120783726368,2,0.939492411142858,1.0,very_minimal
"오퍼레이션센터","DS담당","Plant 4A팀",434,87.7592530309582,0.910138248847926,14.386866359447,20.4295392302888,2,0.911470191847335,0.998441057554201,very_minimal
"오퍼레이션센터","DS담당","Plant 4B팀",208,89.996327462596,1.64903846153846,15.0545673076923,23.7772845577786,2,0.91051415600423,0.998154246801269,very_minimal
"오퍼레이션센터","DS담당","Plant 5팀",234,96.1108553757539,1.72222222222222,18.1032051282051,4.1039623242803,2,0.932776754836349,1.0,very_minimal
"오퍼레이션센터","DS담당","오퍼레이션기획팀",47,89.614861803353,4.51063829787234,11.7393617021277,16.7829632985954,2,0.757927532319795,0.941585506463959,minimal
"오퍼레이션센터","DS담당","오퍼레이션혁신팀",24,89.4503691550451,7.91666666666667,12.6979166666667,25.4306808859721,2,0.674259809953514,0.924851961990703,minimal
"오퍼레이션센터","MSAT담당","MSAT 1팀",90,89.2670261633713,2.72222222222222,13.9083333333333,8.54004393848612,2,0.853568104653485,0.981070431396046,very_minimal
"오퍼레이션센터","MSAT담당","MSAT 2팀",108,92.4636137735179,3.13888888888889,13.0416666666667,13.5321263755769,2,0.836521121760738,0.975956336528222,very_minimal
"오퍼레이션센터","MSAT담당","MSAT PD팀",59,29.4813575525813,5.01694915254237,21.2745762711864,10.0780752071383,1,0.567416955634054,0.92,standard
"오퍼레이션센터","MSAT담당","MSAT PMO T/F",12,86.7090620031797,14.0,13.1041666666667,27.631160572337,4,0.608919581346052,0.92,standard
"오퍼레이션센터","MSAT담당","MSAT Technical Excellence팀",29,86.8443762585099,9.0,17.9810344827586,13.8939495637166,2,0.67737750503404,0.925475501006808,minimal
"오퍼레이션센터","MSAT담당","MSAT담당",1,82.5174825174825,56.0,14.3,38.1118881118881,4,0.61606993006993,0.92,standard
"품질운영센터",-,"Client Quality팀",14,86.946066643765,10.8571428571429,10.3964285714286,35.6578495362418,4,0.555712838003632,0.92,standard
"품질운영센터",-,"DI 개선 T/F",12,78.2232200128287,15.3333333333333,12.9916666666667,27.325208466966,4,0.572726213384648,0.92,standard
"품질운영센터",-,"Quality PMO그룹",3,73.7752161383285,26.3333333333333,17.35,40.3458213256484,4,0.595100864553314,0.92,standard
"품질운영센터",-,"Regulatory Affairs그룹",9,85.6669820245979,14.1111111111111,11.7444444444444,22.7530747398297,4,0.577556816987281,0.92,standard
"품질운영센터",-,"품질운영센터",2,87.4384236453202,31.0,10.15,27.8325123152709,4,0.552753694581281,0.92,standard
"품질운영센터","QA담당","Batch Disposition그룹",5,88.5664028144239,20.8,11.37,20.4045734388742,4,0.581665611257696,0.92,standard
"품질운영센터","QA담당","Compliance QA팀",82,85.7187823193489,3.80487804878049,13.5603658536585,25.6171590449211,2,0.799936104887152,0.94998722097743,minimal
"품질운영센터","QA담당","Operation QA팀",113,82.5099407843923,4.41592920353982,15.4676991150442,19.8901507566439,2,0.797561887031374,0.949512377406275,minimal
"품질운영센터","QA담당","Technical QA팀",68,89.0855067679102,4.41176470588235,11.1360294117647,26.358534169693,2,0.746709674130464,0.939341934826093,minimal
"품질운영센터","QC담당","ASAT팀",74,91.0864207844284,3.71621621621622,16.1763513513514,14.7696420366735,2,0.852859196651227,0.980857758995368,very_minimal
"품질운영센터","QC담당","QC Operations팀",235,93.7739640171066,1.7063829787234,23.0842553191489,9.29803863736912,2,0.923904366706724,1.0,very_minimal
"품질운영센터","QC담당","QC Performance관리그룹",7,88.550026752274,20.8571428571429,13.35,25.6821829855538,4,0.621200107009096,0.92,standard
"품질운영센터","QC담당","QC Support팀",174,88.7728672194439,3.29310344827586,17.6399425287356,13.2454754263932,2,0.856298365429499,0.98188950962885,very_minimal
"품질운영센터","QC담당","QC담당",1,94.1558441558442,38.0,7.7,36.3636363636364,4,0.530623376623377,0.92,standard
